ID,name,govsystem,x,y,race,prod,activity,tag,civlevel,size,SC
485,HorseheadGalaxy,3,8,-2,0,1,14699,[],1,2,1
486,Donkey,0,-2,-8,2,2,3494,[],3,2,1
487,Solis,3,-2,-8,0,1,14746,[],1,1,1
488,Vortex,2,-2,-8,1,1,3534,[],3,2,1
489,Bluequills,2,-8,-2,1,0,3763,[],4,2,1
490,Schiefer,3,-25,-21,0,2,27122,[],18,1,1
491,Gneis,2,-25,-21,1,1,23496,[],9,1,1
492,Shadow,2,-28,-30,1,1,23391,[TAG],9,1,1
493,Puffel,3,-28,-30,0,0,23278,[TAG],9,1,1
494,ShadowYes,2,-28,-30,1,0,23547,[TAG],9,2,1
495,LasPlace,3,-31,15,0,1,24992,[],12,2,1
496,Bree,2,-31,15,0,1,20450,[],5,1,1
497,sock,2,-30,30,1,0,16983,[],2,4,1
498,Garnet,3,-30,30,0,1,16046,[],1,2,1
499,Agus,2,13,29,0,0,22233,[],9,2,1
500,Lovni,2,13,29,0,2,22101,[],9,2,1
501,Jreyez,2,13,29,2,2,22102,[],9,2,1
502,Botvinnik,2,3,7,0,0,22151,[],9,3,1
503,Pecorino,2,7,3,1,1,22328,[],9,3,1
504,Appenzeller,2,7,3,2,1,22346,[],9,2,1
505,Gorgonzola,2,7,3,0,0,22454,[],9,2,1
506,SuperPlanetAM,0,-3,7,1,1,20041,[666],5,2,1
507,SordidOwl,2,-7,3,2,0,21511,[],6,2,1
508,TerrorOwl,2,-7,3,2,1,21679,[],6,1,1
509,TzeentchOwl,2,-7,3,2,0,21651,[],6,2,1
510,Technocratie,2,3,-7,2,2,23035,[PASTA],9,1,1
511,Linguine,2,7,-3,0,0,23427,[PASTA],9,3,1
512,Ramen,2,7,-3,0,2,23302,[PASTA],9,4,1
513,Arrabiata,2,7,-3,0,2,23252,[PASTA],9,2,1
515,Eldiablo,2,-7,-3,1,2,20794,[],6,1,1
516,NorthWest,2,-7,-3,2,2,21495,[],7,2,1
517,Glasses,2,13,27,2,2,20601,[],6,1,1
518,Cofabel,2,13,27,2,1,19745,[],5,1,1
519,warnoufland,3,-20,-19,0,0,27360,[],19,4,1
520,Noodles,2,-20,-19,1,0,22140,[],8,2,1
521,Talos,3,-18,-30,0,0,21708,[TAG],7,2,1
525,Tortue,2,7,4,0,1,22287,[],9,3,1
526,Moby,0,7,4,1,0,22352,[],9,2,1
527,SuperPlanetHA,0,-4,7,0,0,20284,[666],5,4,1
528,SuperPlanetAA,0,-4,7,1,0,20478,[666],5,3,1
529,EviscerationOwl,2,-7,4,1,0,22435,[],7,1,1
530,Pesto,2,7,-4,2,0,23395,[PASTA],9,1,1
531,Vongole,2,7,-4,1,2,23242,[PASTA],9,1,1
532,Sakai,2,7,-4,1,0,23390,[PASTA],9,2,1
534,Halfi,2,-4,-7,0,0,20722,[],6,2,1
535,HellCat,2,-4,-7,0,2,20678,[],6,1,1
536,Kirikoo,0,-7,-4,1,2,24837,[],13,1,1
537,Neutral-BF-1D,0,-7,-4,0,0,19986,[],4,1,1
539,Manchego,0,5,6,0,2,21872,[],9,1,1
540,Carlsen,2,6,5,1,1,22405,[],9,2,1
541,Kasparov,2,6,5,2,1,22397,[],9,2,1
542,Mozzarella,2,6,5,1,0,22064,[],9,2,1
543,Neutral-29-J,2,-5,6,0,0,3180,[],1,2,1
544,Krildor4,2,-6,5,1,2,22771,[],8,2,1
545,Kinshasa,2,-6,5,2,0,21836,[Cake],7,2,1
546,RUBIX,2,5,-6,2,1,23514,[PASTA],9,1,1
547,SanFran,2,5,-6,1,1,23439,[PASTA],9,3,1
548,Citadel,2,5,-6,0,2,23295,[PASTA],9,2,1
549,Lasagna,2,6,-5,1,1,23412,[PASTA],9,1,1
550,Asuna,2,6,-5,0,2,23391,[PASTA],9,2,1
551,Coobot,2,-5,-6,2,0,23899,[],10,2,1
552,Glucon,2,-5,-6,1,2,23249,[],9,1,1
553,charleslechauve,0,-5,-6,0,2,15052,[],1,2,1
554,Ntroop,2,-6,-5,2,0,20930,[],6,3,1
555,Minidou,2,-6,-5,1,1,20958,[],6,1,1
556,Gruen,2,-9,0,1,0,23380,[],9,2,1
557,Grau,2,-9,0,1,0,23376,[],9,1,1
558,Gelb,2,-9,0,1,1,23263,[],9,3,1
559,Katteran,1,9,0,2,0,21741,[],9,2,1
562,Coffee,0,0,-9,2,1,17664,[],3,2,1
563,Nexus,0,0,-9,1,1,16215,[],2,3,1
564,Blythe,2,0,-9,0,1,17670,[],3,1,1
566,Signalis,0,1,9,1,2,21300,[],8,1,1
570,Maus,2,-9,1,1,1,23265,[],9,2,1
571,Moeve,2,-9,1,1,0,23413,[],9,2,1
572,Muecke,2,-9,1,0,0,23418,[],9,1,1
573,Fusilli,2,1,-9,1,2,21952,[PASTA],9,2,1
574,tagliatell,2,1,-9,2,2,21975,[PASTA],9,1,1
575,Nouille,2,1,-9,1,2,21952,[PASTA],9,1,1
576,Tollen,1,9,-1,1,1,21657,[],9,2,1
577,Neutral-Dessert,0,9,-1,1,1,14452,[],5,1,1
578,Anhinga,2,-1,-9,0,2,3473,[],3,1,1
579,Neutral-DE-14,1,-9,-1,1,1,15043,[],1,2,1
580,Neutral-2N-1K,1,-9,-1,2,1,15046,[],1,2,1
581,Enterom,2,2,9,2,2,22035,[],9,1,1
582,Fissom,2,2,9,1,1,21809,[],9,2,1
583,Neutral-CO-9,1,-2,9,2,0,14732,[],1,2,1
584,Wenig,2,-9,2,1,1,23262,[],9,3,1
585,Viel,2,-9,2,0,1,23266,[],9,1,1
586,Rummo,2,2,-9,2,2,22020,[PASTA],9,1,1
587,Rana,2,2,-9,2,2,22132,[PASTA],9,1,1
588,Setaro,2,2,-9,2,0,22254,[PASTA],9,1,1
589,BizzzZZZzzz,0,9,-2,1,2,12271,[],1,1,1
592,Maximus,0,-2,-9,0,2,17800,[],3,1,1
593,Mekare,0,-9,-2,1,0,23478,[],10,3,1
594,Maharet,0,-9,-2,2,0,23484,[],10,1,1
595,Enkil,0,-9,-2,2,2,24488,[],12,1,1
596,Viviane,2,26,-1,0,0,23157,[],9,1,1
597,Angharad,2,26,-1,2,0,23219,[],9,2,1
598,B--1,1,-26,-29,0,0,21373,[],6,2,1
599,Napier,2,3,8,0,1,21926,[],9,1,1
600,Phobos,3,3,8,0,0,15140,[],1,1,1
601,Magi,2,3,8,0,0,22008,[],9,1,1
602,dotter,3,8,3,0,0,14699,[],1,1,1
603,Pibirox,2,8,3,1,0,21771,[],9,3,1
604,Hulpadde,1,-3,8,1,0,17743,[],3,3,1
605,Cowabunga,1,-3,8,2,1,17640,[],3,1,1
606,Turtle_Wax,3,-3,8,0,0,17593,[],3,1,1
607,TormentOwl,2,-8,3,0,0,20117,[],5,1,1
608,Dolf,2,3,-8,0,1,23038,[PASTA],9,1,1
609,Bolognaise,2,8,-3,1,1,22069,[PASTA],9,1,1
610,Penne,2,8,-3,1,0,21948,[PASTA],9,3,1
612,Tatouine,2,-8,-3,0,2,23384,[],9,2,1
613,MarchePied,2,-25,-20,0,1,22719,[],8,1,1
614,OuiMessire,2,-25,-20,1,2,22698,[],8,2,1
615,Compote,2,-25,-20,2,1,21112,[],6,1,1
616,Not-Yours,2,-31,-30,0,0,23339,[TAG],10,3,1
617,Guam,3,-31,-30,0,0,22981,[],9,1,1
618,Yaya,2,-30,-28,2,1,23164,[],9,1,1
619,Bogboy,2,-30,-28,0,1,23659,[],9,2,1
620,Neutral-7K-1X,1,30,-3,1,1,15045,[],1,1,1
621,PicnicBench,0,30,-3,2,2,23467,[],9,1,1
622,Lugh,2,-17,-30,0,2,21841,[TAG],7,1,1
623,Cernunnos,2,-17,-30,0,1,23347,[TAG],9,2,1
624,Aengus,2,-17,-30,0,2,21836,[TAG],7,1,1
625,Seinfeld,0,28,0,0,0,21582,[],8,3,1
626,Yakult,1,-24,-29,1,1,21018,[TAG],5,2,1
627,Earlymot,2,15,27,2,0,24650,[],11,3,1
628,Perioo,2,15,27,0,0,24654,[],11,2,1
629,IBBV,2,15,27,0,2,24456,[],11,1,1
630,PowerPlant,2,-30,25,1,1,15046,[],1,4,1
631,NopeNope,3,-30,25,0,2,15003,[],1,2,1
632,Neutral-CW-1E,1,-30,25,2,1,15041,[],1,2,1
633,Evacuer,2,18,26,0,0,23393,[],9,2,1
634,HeighT,2,14,28,0,2,23539,[],9,1,1
635,Mohaine,2,14,28,2,2,24501,[],11,2,1
636,Van_Hammer,2,14,28,0,2,23576,[],9,1,1
637,GetOff,2,-28,17,0,1,23556,[],9,3,1
638,GetAway,2,-28,17,1,0,23851,[],9,2,1
639,Laser,2,-28,17,1,1,23533,[],9,3,1
640,Chulak,2,18,29,2,1,23369,[],9,3,1
641,Abydos,2,18,29,0,2,23220,[],8,1,1
642,Eternity,2,23,25,1,0,22716,[],8,1,1
643,Eagle,0,-20,-29,1,2,22398,[TAG],8,2,1
644,Mandalore,0,-30,7,0,1,22501,[],8,2,1
645,Kepp,0,-30,7,1,1,22499,[],8,1,1
646,Orilla,0,-30,7,2,1,22491,[],8,2,1
648,Fafhrd,2,29,4,0,0,19279,[],5,3,1
649,Flood,1,29,4,1,0,19418,[],5,2,1
650,Carbohydrates,2,5,-8,1,2,23084,[PASTA],9,2,1
651,Kaupang,2,-27,14,1,0,19370,[],4,4,1
652,Haithabu,2,-27,14,0,2,19257,[],4,2,1
653,Mafia,2,-22,-29,1,1,12606,[TAG],5,3,1
654,Cartel,2,-22,-29,0,0,19667,[TAG],5,2,1
655,Godfather,2,-22,-29,2,2,19981,[TAG],5,1,1
656,Mykkael,2,30,28,2,0,22846,[],9,2,1
657,SilverBeach,2,30,28,1,0,23421,[],9,1,1
658,DragonHeart,2,30,28,1,0,23548,[],10,2,1
659,Gniniart,2,-30,12,0,1,23326,[],9,2,1
660,Tnelat,2,-30,12,0,1,23318,[],9,1,1
661,Sinnet,2,-30,12,0,1,23321,[],9,3,1
662,Boerenkaas,2,4,8,2,2,22024,[],9,1,1
663,Raclette,2,4,8,0,2,22024,[],9,3,1
664,Wintermou,1,8,4,2,1,21780,[],9,4,1
665,Arlandloveall,1,8,4,0,0,21800,[],9,2,1
666,AgnThor,1,8,4,0,2,21771,[],9,3,1
667,YBYSAIA,1,-4,8,2,2,20902,[],5,2,1
668,PurgatoryOwl,2,-8,4,2,0,20139,[],5,4,1
669,KnashingOwl,2,-8,4,2,2,20341,[],5,2,1
670,CryingOwl,2,-8,4,2,2,20357,[],5,3,1
671,Bolognese,2,4,-8,0,0,23253,[PASTA],9,2,1
672,Californication,2,4,-8,2,0,23168,[PASTA],9,1,1
673,Kirito,2,8,-4,1,2,22801,[PASTA],9,2,1
674,Rami,2,8,-4,1,1,22805,[PASTA],9,3,1
677,Mirlaine,2,-8,-4,2,1,20962,[],6,2,1
678,Igorbogdanoff,2,-8,-4,0,1,20609,[],6,1,1
679,Grichkabogdanof,2,-8,-4,2,2,20639,[],6,1,1
680,Asiago,2,5,7,2,0,22045,[],9,2,1
681,Grob,1,7,5,2,2,22276,[],9,2,1
682,Philidor,1,7,5,0,2,22266,[],9,1,1
683,LargeIntenstine,2,-5,7,1,0,21159,[],6,3,1
684,GripStrength,2,-5,7,2,1,21048,[],6,1,1
685,WretchedOwl,2,-7,5,1,0,20271,[],5,2,1
686,DevouringOwl,2,-7,5,2,2,20115,[],5,2,1
687,NetherOwl,2,-7,5,2,2,21783,[],7,1,1
688,Spider,2,5,-7,0,1,23021,[PASTA],9,1,1
689,Koala,2,5,-7,1,0,23175,[PASTA],9,1,1
690,WENDY,2,5,-7,0,2,23010,[PASTA],9,3,1
691,Naturlish,2,-5,-7,1,0,20958,[],6,2,1
692,Neutral-AL-1F,2,-7,-5,0,1,19884,[],5,1,1
693,Neutral-2R-1A,2,-7,-5,0,0,20096,[],4,2,1
694,Neutral-EU-1K,0,-7,-5,1,2,19927,[],5,2,1
696,Datsk,2,6,7,0,2,22276,[],9,1,1
697,Fisher,1,7,6,2,1,22284,[],9,3,1
698,Krildor16,2,-6,7,1,1,22721,[],8,2,1
699,Krildor6,2,-7,6,2,2,20915,[],6,3,1
700,Krildor5,2,-7,6,1,1,23342,[],9,2,1
701,Krusty,2,-7,6,2,1,20754,[],5,2,1
702,Mitrouglou,2,7,-6,1,0,23479,[PASTA],9,1,1
703,fistofgod,2,-6,-7,0,2,20969,[],6,1,1
704,Kamoolox,2,-6,-7,1,1,20950,[],6,1,1
705,Qualiopi,2,-7,-6,2,1,20922,[],6,1,1
706,Neutral-BC-V,2,-7,-6,0,1,20051,[],5,1,1
707,Neutral-3S-1W,2,-7,-6,2,2,20032,[],5,3,1
708,Murmel,2,-10,0,1,0,23415,[],9,2,1
709,Trabia,0,10,0,1,0,14712,[],1,2,1
713,Neutral-EP-,2,0,-10,1,2,16378,[],2,1,1
715,Hildeg,2,1,10,2,0,21765,[],9,2,1
718,Neutral-95-1P1,0,10,1,2,2,18391,[],3,1,1
722,Buche,2,-10,1,0,0,23422,[],9,1,1
723,Birke,2,-10,1,2,2,23272,[],9,2,1
724,Spaghetti,2,1,-10,1,1,22114,[PASTA],9,1,1
725,Fettuccine,2,1,-10,2,1,22101,[PASTA],9,2,1
726,Coquillette,2,1,-10,2,2,22126,[PASTA],9,1,1
727,Yuna,0,10,-1,1,0,14710,[],1,3,1
728,Yevon,1,10,-1,2,1,21636,[],9,2,1
729,Neutral-55,0,-1,-10,2,0,16367,[],2,3,1
730,Nepchuna,2,-10,-1,0,0,23482,[],9,2,1
731,Stalemate,2,2,10,0,1,22150,[],9,3,1
732,GoDemichet,0,10,2,2,2,21461,[],8,3,1
733,UltimeDeus,3,10,2,0,1,24950,[],16,1,1
734,ClannerBanner,0,10,2,1,2,21817,[],9,2,1
735,Neutral-D-0,1,-2,10,0,0,14732,[],1,3,1
736,zetta,3,-2,10,0,2,14699,[],1,2,1
737,Fell,2,-10,2,0,2,23259,[],9,1,1
738,Filz,2,-10,2,2,2,23259,[],9,1,1
739,Filament,2,-10,2,2,0,23429,[],9,2,1
740,dececco,2,2,-10,0,1,22124,[PASTA],9,2,1
741,Parmigiano,2,2,-10,1,0,22257,[PASTA],9,2,1
743,Judy,0,-2,-10,1,1,2955,[],1,1,1
744,Neutral-D-13,1,-2,-10,2,0,14782,[],1,2,1
745,Corwinn,0,-10,-2,1,1,22579,[],9,2,1
746,Akasha,3,-10,-2,0,2,25038,[],12,2,1
747,Safran,0,-10,-2,2,1,22574,[],9,3,1
748,beedeeaisback,1,26,2,2,1,8290,[],4,2,1
749,Ultimate,2,26,2,1,2,22113,[],9,1,1
750,StGregory,0,19,18,2,1,20705,[],5,2,1
751,UnicornPiss,2,19,18,0,1,19040,[],4,2,1
752,StCloud,0,19,18,1,2,20931,[],6,1,1
753,Inside,2,23,-3,2,2,22051,[],8,2,1
754,C3PO,2,23,4,2,0,23194,[],9,1,1
755,RedWeapon,1,23,4,2,1,16861,[],2,2,1
756,Beta_B,2,-30,16,0,1,23524,[],9,2,1
757,Beta_A,2,-30,16,2,0,23829,[],9,3,1
758,Minas_Tirith,2,-30,14,1,2,23719,[],9,1,1
759,Minas_Morgul,2,-30,14,2,0,23919,[],9,4,1
760,Abalone,2,29,-3,1,1,23173,[],9,3,1
761,Beats,2,29,-3,1,0,23996,[],10,1,1
762,Hope,2,14,23,0,2,18446,[],3,2,1
763,EV-1L,2,14,23,1,2,23655,[],9,2,1
764,Benign,0,14,23,2,2,23285,[],9,2,1
765,.--.,2,-14,-27,1,0,22971,[],8,1,1
766,.__.,2,-14,-27,1,1,22779,[],8,1,1
767,.___.,2,-13,-28,1,1,22904,[],8,1,1
768,Jonas,2,20,19,2,0,20037,[],5,3,1
769,Martha,2,20,19,2,1,20482,[],5,1,1
770,Diamant,2,22,23,0,2,20773,[],5,2,1
771,Jaunay,2,22,23,0,0,20784,[],5,2,1
772,Dildo,2,18,25,2,2,23213,[],9,1,1
773,Etron,2,18,25,2,1,23202,[],9,1,1
774,Fistule,2,18,25,0,2,23217,[],9,1,1
775,Karadoc,2,24,0,2,0,22293,[],9,3,1
776,Clyde,2,-29,-30,2,2,23125,[TAG],10,1,1
777,Vulcan,2,29,28,1,1,16652,[],2,2,1
778,AA-20-10,2,29,28,1,0,23360,[],9,1,1
779,Gambit,2,29,28,0,0,20402,[],5,1,1
780,Salsififi,2,7,-8,1,1,24094,[PASTA],10,2,1
781,FIfiraleur,2,7,-8,1,2,24094,[PASTA],10,2,1
784,C--1,0,-26,-28,2,0,21425,[TAG],6,1,1
785,C--2,2,-26,-28,0,0,21378,[TAG],6,2,1
786,tomato,1,-28,-29,2,1,23336,[TAG],9,2,1
787,Stella,2,24,25,2,2,23493,[],9,4,1
788,Luna,2,24,25,1,1,22510,[],8,2,1
789,Scarlett,2,24,25,2,1,22517,[],8,4,1
790,Ezolimo,2,-11,-27,0,0,23526,[],9,2,1
791,GiveIn,2,-27,17,0,1,23469,[],9,2,1
792,Neutral-L3-1E,1,29,-4,0,1,15041,[],1,1,1
793,PaintPot,2,29,-4,2,1,23471,[],9,1,1
794,RMIVP,3,3,3,0,0,14942,[],1,3,1
795,Dashi,2,-23,-30,1,0,21301,[TAG],5,1,1
796,Scaramouche,3,-19,-21,0,2,23146,[],9,1,1
797,DETOX,2,12,26,0,2,20223,[],6,1,1
798,Lach,2,-29,21,2,1,21586,[],7,1,1
799,Loan,2,-29,21,1,0,21551,[],7,2,1
800,Mustang,2,-19,-30,2,0,23272,[TAG],9,1,1
801,Front,2,23,-4,0,1,22550,[],8,2,1
802,Goes,0,23,-4,1,0,22439,[],8,3,1
803,Neutral-JK-K,2,23,-4,1,1,15039,[],1,1,1
804,Sawatee,2,3,9,0,1,21911,[],9,2,1
805,Zugzwang,2,3,9,2,2,22469,[],9,3,1
806,234234,3,3,9,0,1,14800,[],1,2,1
807,Legolas,0,9,3,1,2,13624,[],1,1,1
808,Aragorn,2,9,3,1,0,21759,[],9,1,1
809,Vikings,2,9,3,1,0,21764,[],9,2,1
810,Neutral-5V-19,1,-3,9,1,2,14722,[],1,1,1
811,Erida,2,-9,3,0,2,23285,[],9,1,1
812,Pluton,2,-9,3,1,1,23304,[],9,2,1
813,Chaumea,2,-9,3,2,0,23443,[],9,2,1
814,Yukhi,2,9,-3,1,2,21889,[PASTA],9,3,1
815,Asunasa,2,9,-3,0,0,21988,[PASTA],9,1,1
816,Holt,2,-3,-9,0,0,21573,[],7,2,1
817,Suavia-Alpha,3,-3,-9,0,0,23786,[MNKY],10,1,1
818,Peralta,2,-3,-9,1,1,21597,[],7,2,1
819,THA-287,2,-9,-3,2,1,23401,[],9,3,1
820,Boubou,2,-9,-3,0,0,22149,[],7,3,1
821,Vegeta,2,-9,-3,1,1,21971,[],7,4,1
822,PetyBite,2,-29,13,0,2,23285,[],9,2,1
823,Kidzilla,2,-29,13,2,1,23283,[],9,3,1
824,Tepbudram-275,2,28,28,0,2,23221,[],9,2,1
826,ZincPit,2,28,4,1,1,19033,[],5,2,1
827,Neutral-F4-1S,1,26,3,2,1,14757,[],1,3,1
828,Persona,2,4,9,0,1,22136,[],9,2,1
829,Carla,2,4,9,2,0,21586,[],8,2,1
830,Neutral-CW-1J,1,-4,9,1,0,15061,[],1,1,1
831,Neutral-B0-P,1,-4,9,0,1,15045,[],1,1,1
832,Then,2,-9,4,2,1,21156,[],6,2,1
833,Neutral-I1-17,1,-9,4,1,1,15045,[],1,2,1
834,Lasting,2,-9,4,1,0,20496,[],5,1,1
835,Gnocchi,2,4,-9,1,2,23694,[PASTA],9,2,1
836,Noodle,2,9,-4,2,1,22827,[PASTA],9,1,1
837,Gnocchis,2,9,-4,2,0,22925,[PASTA],9,2,1
840,paperboard,2,-4,-9,2,0,21534,[],7,1,1
841,Neutral-M6-E8,2,-9,-4,1,2,23249,[],9,2,1
842,Neutral-M6-1J,2,-9,-4,2,1,23324,[],9,3,1
843,Missile,2,5,9,2,2,11962,[],9,3,1
844,PiscoSour,2,5,9,1,0,22073,[],9,3,1
845,Coach,2,5,9,1,1,4490,[],8,1,1
846,Galadriel,1,9,5,2,1,22159,[],9,1,1
847,Neutral-BR-O,1,-5,9,2,0,15064,[],1,1,1
848,NotNow,0,-9,5,0,2,20268,[],5,1,1
849,Roar,2,9,-5,1,0,23272,[PASTA],9,2,1
850,Crypto,2,9,-5,1,1,23092,[PASTA],9,3,1
851,Spaetzle,2,9,-5,1,2,22982,[PASTA],9,3,1
853,Neutral-FF-5A,2,-9,-5,1,0,20294,[],5,1,1
854,Malo-287,2,-9,-5,2,1,23425,[],9,1,1
855,Neutral-FF-1D,2,-9,-5,2,2,20169,[],5,2,1
856,PersonalBest,2,6,8,0,1,11138,[],9,2,1
857,Novigrad,1,8,6,2,2,22022,[],9,2,1
858,Krildor11,2,-6,8,2,0,22847,[],8,1,1
859,Krildor9,2,-6,8,1,1,22699,[],8,2,1
860,Kidney,1,-8,6,2,2,21827,[],7,1,1
861,Brain,2,-8,6,0,0,23186,[],8,2,1
862,Krildor7,0,-8,6,2,2,23907,[],10,2,1
863,Hill,2,6,-8,2,0,23206,[PASTA],9,1,1
864,Andrea,2,6,-8,2,0,23402,[PASTA],9,3,1
865,JustInTime,2,8,-6,2,0,23445,[PASTA],9,2,1
866,Mimilamenace,2,-6,-8,2,1,18104,[],3,2,1
867,droots,2,-8,-6,2,2,22092,[],7,2,1
868,Rexw,2,-8,-6,1,0,22088,[],7,1,1
869,Terpecl,2,7,7,1,0,21952,[],9,1,1
870,Diosme,2,7,7,2,1,10831,[],9,3,1
871,LandedInAtt,2,-7,7,1,2,21915,[],6,1,1
872,Krildor8,2,-7,7,1,2,22759,[],8,1,1
873,Capitol,2,7,-7,2,2,23363,[PASTA],9,1,1
874,Midas,2,-7,-7,0,0,21033,[],6,1,1
875,Yurenasa,0,-11,0,1,2,23187,[],9,1,1
876,Shani,1,-11,0,1,1,23278,[],9,1,1
877,Brihaspathi,2,-11,0,0,1,23269,[],9,4,1
880,PhollyBergere,0,11,0,2,2,17025,[],1,1,1
882,Neutral-44,1,0,-11,1,2,16805,[],2,2,1
883,Neutral-7P-1F,1,0,-11,1,1,15042,[],1,2,1
884,Neutral-pe,2,0,-11,0,0,16878,[],2,3,1
885,Neutral-7Z-51,2,1,11,1,2,19829,[],6,1,1
886,Neutral-I0-8,1,1,11,0,2,14721,[],1,3,1
887,Neutral-A7-2,1,1,11,0,2,14720,[],1,2,1
891,Neutral-JD-1G,1,-1,11,2,0,14732,[],1,2,1
892,WestValeAbby,0,-11,1,1,1,19896,[],4,2,1
893,Kerze,2,-11,1,2,0,23419,[],9,3,1
894,Kamin,2,-11,1,1,1,23238,[],9,2,1
895,Burger,2,1,-11,1,0,23677,[PASTA],9,3,1
896,Welsh,2,1,-11,2,1,23510,[PASTA],9,4,1
897,FifiGrumpy,0,11,-1,1,0,20522,[],6,2,1
898,Neutral-8W-6,0,11,-1,0,0,14726,[],1,3,1
899,NeutraI-PL-3,0,11,-1,2,0,14724,[],1,1,1
900,Neutral-Z-7,1,-1,-11,2,0,15061,[],1,1,1
901,Mangala,2,-11,-1,1,1,23259,[],9,1,1
902,Prithvi,2,-11,-1,0,2,23281,[],9,1,1
903,FireFall,2,22,3,2,1,19390,[],4,4,1
904,BurnsSleep,1,22,3,2,0,22537,[],8,2,1
905,SwampDonkey,2,22,3,0,0,22847,[],8,1,1
906,Marvin,2,21,19,2,1,20503,[],5,1,1
907,BangerBrothers,2,28,1,0,1,21801,[],9,2,1
908,JuiceLand,2,28,1,0,1,21795,[],9,1,1
909,Galaxy,2,28,1,1,2,21764,[],9,4,1
910,Gamma_A,2,-29,15,0,2,23759,[],9,3,1
911,Gamma_C,2,-29,15,1,0,23632,[],9,3,1
912,Gamma_B,2,-29,15,0,2,23559,[],9,1,1
913,Eluhlaza,2,-11,-26,2,2,22874,[],8,1,1
914,Ebomvu,2,-11,-26,2,1,22866,[],8,1,1
915,Follower,2,30,27,2,1,22608,[],9,1,1
916,Customs,2,29,27,1,1,20346,[],5,1,1
917,Romulus,2,29,27,0,1,20345,[],5,2,1
918,Jersey,2,5,-10,1,1,23218,[PASTA],9,1,1
919,Gnomes,2,5,-10,1,1,23222,[PASTA],9,2,1
920,JeffBeck,2,5,-10,0,0,23412,[PASTA],9,3,1
921,Bohort,2,23,0,2,1,22235,[],9,2,1
922,Arthur,2,23,0,2,0,22225,[],9,1,1
923,Fidele_Gastro,2,23,0,2,1,22180,[],9,1,1
924,Arda,2,-29,14,1,0,20582,[],5,1,1
925,Valinor,2,-29,14,1,2,20429,[],5,1,1
926,Apple,2,28,-4,0,0,23772,[],10,2,1
927,TauEmpire,0,28,-4,1,0,23659,[],10,1,1
928,StayInside,2,28,-4,0,0,23965,[],10,2,1
929,KeulnWen,2,14,27,2,2,24390,[],11,1,1
930,DanPSau,2,14,27,0,0,24597,[],11,2,1
931,EmiTT,2,14,27,1,2,24389,[],11,3,1
932,Perrier,2,15,24,0,1,18415,[],3,1,1
933,Loupi,2,15,24,2,0,23445,[],9,2,1
934,Lade,2,-28,15,0,0,19346,[],4,1,1
935,Urnes,2,-28,15,0,1,19227,[],4,1,1
936,Gallifray,2,28,30,2,2,20590,[],5,2,1
937,Arcadia,2,28,30,1,1,20586,[],5,2,1
938,Sonnet,2,15,23,2,1,23642,[],9,1,1
939,Urinal,0,25,3,1,0,22158,[],9,2,1
940,Cream,0,25,3,2,2,22077,[],9,1,1
941,City_,2,25,3,2,0,22163,[],9,1,1
942,Ankylosaurus,2,24,4,2,2,22612,[],9,2,1
943,Known,1,22,-3,1,0,22238,[],7,3,1
944,Stone,2,-22,-28,2,0,19664,[TAG],5,3,1
945,Rock,2,-22,-28,1,2,19195,[TAG],5,2,1
946,Sand,0,-22,-28,0,0,17402,[],2,1,1
947,Fieste,2,17,25,0,0,23330,[],9,3,1
948,CokeBottle,2,-30,-27,0,1,23189,[],9,4,1
949,Noixelfer,2,-29,12,2,1,23252,[],9,2,1
950,D--1,0,-25,-28,2,2,21261,[TAG],6,1,1
951,_.._,2,-14,-26,2,2,22743,[],8,1,1
952,-.-.-,2,-14,-26,0,2,22743,[],8,1,1
953,_--_,2,-14,-26,2,0,22932,[],8,1,1
954,Carpathea,2,22,19,2,0,20650,[],5,1,1
955,Hufflepuff,2,22,19,2,0,4210,[],7,1,1
956,Moon,2,-11,-28,1,0,23039,[],8,3,1
957,Ebusuku,2,-11,-28,0,2,23305,[],9,2,1
958,Mercury,2,-11,-28,1,1,23307,[],9,2,1
960,Blur,2,16,24,1,2,23230,[],9,4,1
961,Billy,0,16,24,1,2,23171,[],9,3,1
962,BackYard,2,-30,17,0,1,23373,[],9,2,1
963,Havenzicht,2,-30,17,0,1,23467,[],9,2,1
964,Lightning,1,-19,-29,1,1,23137,[TAG],9,1,1
965,Outside,2,24,-3,0,0,21971,[],8,1,1
966,Loser,0,24,-3,0,0,21789,[],8,1,1
967,Back,0,24,-3,1,0,21767,[],8,2,1
968,Moron,2,25,2,1,1,22854,[],9,2,1
969,ROBOTICS,2,8,-9,2,0,24316,[PASTA],10,2,1
970,Miso,1,-23,-29,0,2,20986,[TAG],5,1,1
971,Baotran,2,-29,20,1,2,21469,[],7,4,1
972,Boracho,2,-29,20,2,1,21443,[],7,1,1
973,Hemo_droide,2,23,1,0,1,22180,[],9,2,1
974,EightVolt,2,18,19,2,2,20030,[],5,2,1
975,Indi,2,21,20,1,1,21560,[],7,1,1
976,TunnelVision,2,26,0,0,2,22799,[],9,1,1
977,Muc-Off,2,28,-3,0,2,23446,[],9,1,1
978,Hydro,2,28,-3,1,1,23345,[],9,2,1
979,Arbre,2,28,-3,1,0,23410,[],9,2,1
980,SourceTree,2,-26,17,0,0,23686,[],9,2,1
981,SourceCode,2,-26,17,1,0,23691,[],9,2,1
